code;label-de_DE;label-en_US;label-fr_FR;attributes;attribute_as_label;requirements-ecommerce;requirements-mobile;requirements-print
icecat_family;Icecat;Icecat;Icecat;description,icecat_ean,icecat_picture_collection,icecat_short_summary,icecat_summary,name,short_description,sku;name;sku;sku;sku
